pv_pr,v_wind,power_wt,power_solar,e_ro_hourly,datetime,month,tank_level,water_produced,water_consumed,plants_operating
551,6.3,28139.348579403548,495900.0,2400.0,2023-04-26 13:00:00,4,907851.6129032576,1600.0,1300.0,2
588,6.3,28139.348579403548,529200.0,2400.0,2023-04-26 14:00:00,4,908151.6129032576,1600.0,1300.0,2
463,7.1,41163.47548324705,416700.0,2400.0,2023-04-26 15:00:00,4,908451.6129032576,1600.0,1300.0,2
291,9.1,87062.79951170554,261900.0,2400.0,2023-04-26 16:00:00,4,908751.6129032576,1600.0,1300.0,2
105,9.1,87062.79951170554,94500.0,2400.0,2023-04-26 17:00:00,4,909051.6129032576,1600.0,1300.0,2
3,8.4,68342.58479666228,2700.0,2400.0,2023-04-26 18:00:00,4,909351.6129032576,1600.0,1300.0,2
0,9.1,87062.79951170554,0.0,2400.0,2023-04-26 19:00:00,4,909651.6129032576,1600.0,1300.0,2
0,10.5,131376.30042158408,0.0,2400.0,2023-04-26 20:00:00,4,909951.6129032576,1600.0,1300.0,2
0,11.3,155985.67693015918,0.0,2400.0,2023-04-26 21:00:00,4,910251.6129032576,1600.0,1300.0,2
0,11.6,164004.5490779322,0.0,2400.0,2023-04-26 22:00:00,4,910551.6129032576,1600.0,1300.0,2
0,12.0,173200.0,0.0,2400.0,2023-04-26 23:00:00,4,910851.6129032576,1600.0,1300.0,2
0,9.6,102185.39743690674,0.0,2400.0,2023-04-27 00:00:00,4,911151.6129032576,1600.0,1300.0,2
0,10.1,118267.17070191594,0.0,2400.0,2023-04-27 01:00:00,4,911451.6129032576,1600.0,1300.0,2
0,9.0,84200.0,0.0,2400.0,2023-04-27 02:00:00,4,911751.6129032576,1600.0,1300.0,2
0,6.6,32714.442963867612,0.0,2400.0,2023-04-27 03:00:00,4,912051.6129032576,1600.0,1300.0,2
0,6.2,26708.509644248898,0.0,2400.0,2023-04-27 04:00:00,4,912351.6129032576,1600.0,1300.0,2
3,6.3,28139.348579403548,2700.0,2400.0,2023-04-27 05:00:00,4,912651.6129032576,1600.0,1300.0,2
32,6.8,35980.188141743165,28800.0,2400.0,2023-04-27 06:00:00,4,912951.6129032576,1600.0,1300.0,2
69,7.5,48612.66557855038,62100.0,2400.0,2023-04-27 07:00:00,4,913251.6129032576,1600.0,1300.0,2
85,8.6,73379.09688108269,76500.0,2400.0,2023-04-27 08:00:00,4,913551.6129032576,1600.0,1300.0,2
166,9.3,92962.80841930516,149400.0,2400.0,2023-04-27 09:00:00,4,913851.6129032576,1600.0,1300.0,2
164,8.1,61245.43125126185,147600.0,2400.0,2023-04-27 10:00:00,4,914151.6129032576,1600.0,1300.0,2
133,6.9,37671.825688870624,119700.0,2400.0,2023-04-27 11:00:00,4,914451.6129032576,1600.0,1300.0,2
107,7.6,50586.215038762406,96300.0,2400.0,2023-04-27 12:00:00,4,914751.6129032576,1600.0,1300.0,2
202,8.0,59000.0,181800.0,2400.0,2023-04-27 13:00:00,4,915051.6129032576,1600.0,1300.0,2
289,8.8,78663.73931033546,260100.0,2400.0,2023-04-27 14:00:00,4,915351.6129032576,1600.0,1300.0,2
181,8.3,65916.28766014555,162900.0,2400.0,2023-04-27 15:00:00,4,915651.6129032576,1600.0,1300.0,2
85,7.3,44804.04094011273,76500.0,2400.0,2023-04-27 16:00:00,4,915951.6129032576,1600.0,1300.0,2
78,6.2,26708.509644248898,70200.0,2400.0,2023-04-27 17:00:00,4,916251.6129032576,1600.0,1300.0,2
29,5.8,21502.229296046964,26100.0,2400.0,2023-04-27 18:00:00,4,916551.6129032576,1600.0,1300.0,2
0,5.9,22725.4535112083,0.0,2400.0,2023-04-27 19:00:00,4,916851.6129032576,1600.0,1300.0,2
0,6.2,26708.509644248898,0.0,2400.0,2023-04-27 20:00:00,4,917151.6129032576,1600.0,1300.0,2
0,7.4,46686.10287205432,0.0,2400.0,2023-04-27 21:00:00,4,917451.6129032576,1600.0,1300.0,2
0,7.1,41163.47548324705,0.0,2400.0,2023-04-27 22:00:00,4,917751.6129032576,1600.0,1300.0,2
0,6.1,25328.066815749913,0.0,2400.0,2023-04-27 23:00:00,4,918051.6129032576,1600.0,1300.0,2
0,5.8,21502.229296046964,0.0,2400.0,2023-04-28 00:00:00,4,918351.6129032576,1600.0,1300.0,2
0,5.4,17061.882267463763,0.0,2400.0,2023-04-28 01:00:00,4,918651.6129032576,1600.0,1300.0,2
0,5.5,18110.153840224404,0.0,2400.0,2023-04-28 02:00:00,4,918951.6129032576,1600.0,1300.0,2
0,6.3,28139.348579403548,0.0,2400.0,2023-04-28 03:00:00,4,919251.6129032576,1600.0,1300.0,2
0,6.7,34327.06726471104,0.0,2400.0,2023-04-28 04:00:00,4,919551.6129032576,1600.0,1300.0,2
1,7.1,41163.47548324705,900.0,2400.0,2023-04-28 05:00:00,4,919851.6129032576,1600.0,1300.0,2
77,4.2,6741.219877990008,69300.0,2400.0,2023-04-28 06:00:00,4,920151.6129032576,1600.0,1300.0,2
225,5.1,14121.857253753275,202500.0,2400.0,2023-04-28 07:00:00,4,920451.6129032576,1600.0,1300.0,2
357,5.6,19197.6131057671,321300.0,2400.0,2023-04-28 08:00:00,4,920751.6129032576,1600.0,1300.0,2
474,6.7,34327.06726471104,426600.0,2400.0,2023-04-28 09:00:00,4,921051.6129032576,1600.0,1300.0,2
570,7.0,39400.0,513000.0,2400.0,2023-04-28 10:00:00,4,921351.6129032576,1600.0,1300.0,2
525,6.7,34327.06726471104,472500.0,2400.0,2023-04-28 11:00:00,4,921651.6129032576,1600.0,1300.0,2
390,6.4,29618.603715120487,351000.0,2400.0,2023-04-28 12:00:00,4,921951.6129032576,1600.0,1300.0,2
396,6.9,37671.825688870624,356400.0,2400.0,2023-04-28 13:00:00,4,922251.6129032576,1600.0,1300.0,2
498,7.4,46686.10287205432,448200.0,2400.0,2023-04-28 14:00:00,4,922551.6129032576,1600.0,1300.0,2
472,7.5,48612.66557855038,424800.0,2400.0,2023-04-28 15:00:00,4,922851.6129032576,1600.0,1300.0,2
327,7.4,46686.10287205432,294300.0,2400.0,2023-04-28 16:00:00,4,923151.6129032576,1600.0,1300.0,2
169,6.7,34327.06726471104,152100.0,2400.0,2023-04-28 17:00:00,4,923451.6129032576,1600.0,1300.0,2
48,4.8,11430.094674068967,43200.0,2400.0,2023-04-28 18:00:00,4,923751.6129032576,1600.0,1300.0,2
0,4.0,5400.0,0.0,2400.0,2023-04-28 19:00:00,4,924051.6129032576,1600.0,1300.0,2
0,3.8,4178.99200767716,0.0,2400.0,2023-04-28 20:00:00,4,923551.6129032576,800.0,1300.0,1
0,4.4,8196.267215024493,0.0,2400.0,2023-04-28 21:00:00,4,923851.6129032576,1600.0,1300.0,2
0,4.4,8196.267215024493,0.0,2400.0,2023-04-28 22:00:00,4,924151.6129032576,1600.0,1300.0,2
0,3.6,3092.368441977011,0.0,2400.0,2023-04-28 23:00:00,4,923651.6129032576,800.0,1300.0,1
0,3.9,4773.705423606915,0.0,2400.0,2023-04-29 00:00:00,4,923151.6129032576,800.0,1300.0,1
0,3.1,1069.5260692988195,0.0,2400.0,2023-04-29 01:00:00,4,921851.6129032576,0.0,1300.0,0
0,3.8,4178.99200767716,0.0,2400.0,2023-04-29 02:00:00,4,921351.6129032576,800.0,1300.0,1
0,3.1,1069.5260692988195,0.0,2400.0,2023-04-29 03:00:00,4,920051.6129032576,0.0,1300.0,0
0,2.9,579.0180392761431,0.0,2400.0,2023-04-29 04:00:00,4,918751.6129032576,0.0,1300.0,0
1,2.7,266.14330831443704,900.0,2400.0,2023-04-29 05:00:00,4,917451.6129032576,0.0,1300.0,0
34,2.6,164.22161902798635,30600.0,2400.0,2023-04-29 06:00:00,4,917751.6129032576,1600.0,1300.0,2
72,3.3,1749.6654517103,64800.0,2400.0,2023-04-29 07:00:00,4,918051.6129032576,1600.0,1300.0,2
114,3.9,4773.705423606915,102600.0,2400.0,2023-04-29 08:00:00,4,918351.6129032576,1600.0,1300.0,2
315,4.3,7454.792451504154,283500.0,2400.0,2023-04-29 09:00:00,4,918651.6129032576,1600.0,1300.0,2
565,4.4,8196.267215024493,508500.0,2400.0,2023-04-29 10:00:00,4,918951.6129032576,1600.0,1300.0,2
487,3.9,4773.705423606915,438300.0,2400.0,2023-04-29 11:00:00,4,919251.6129032576,1600.0,1300.0,2
368,3.9,4773.705423606915,331200.0,2400.0,2023-04-29 12:00:00,4,919551.6129032576,1600.0,1300.0,2
375,3.7,3617.8746984030804,337500.0,2400.0,2023-04-29 13:00:00,4,919851.6129032576,1600.0,1300.0,2
294,3.6,3092.368441977011,264600.0,2400.0,2023-04-29 14:00:00,4,920151.6129032576,1600.0,1300.0,2
298,4.0,5400.0,268200.0,2400.0,2023-04-29 15:00:00,4,920451.6129032576,1600.0,1300.0,2
309,4.4,8196.267215024493,278100.0,2400.0,2023-04-29 16:00:00,4,920751.6129032576,1600.0,1300.0,2
180,4.8,11430.094674068967,162000.0,2400.0,2023-04-29 17:00:00,4,921051.6129032576,1600.0,1300.0,2
44,1.8,2.058811433283283,39600.0,2400.0,2023-04-29 18:00:00,4,921351.6129032576,1600.0,1300.0,2
0,2.8,402.7372952223888,0.0,2400.0,2023-04-29 19:00:00,4,920051.6129032576,0.0,1300.0,0
0,3.4,2156.2488724382797,0.0,2400.0,2023-04-29 20:00:00,4,918751.6129032576,0.0,1300.0,0
0,2.6,164.22161902798635,0.0,2400.0,2023-04-29 21:00:00,4,917451.6129032576,0.0,1300.0,0
0,2.0,0.0,0.0,2400.0,2023-04-29 22:00:00,4,916151.6129032576,0.0,1300.0,0
0,1.3,1.951581671133113,0.0,2400.0,2023-04-29 23:00:00,4,914851.6129032576,0.0,1300.0,0
0,2.5,91.95776783873715,0.0,2400.0,2023-04-30 00:00:00,4,913551.6129032576,0.0,1300.0,0
0,3.8,4178.99200767716,0.0,2400.0,2023-04-30 01:00:00,4,913051.6129032576,800.0,1300.0,1
0,3.8,4178.99200767716,0.0,2400.0,2023-04-30 02:00:00,4,912551.6129032576,800.0,1300.0,1
0,3.4,2156.2488724382797,0.0,2400.0,2023-04-30 03:00:00,4,911251.6129032576,0.0,1300.0,0
0,3.9,4773.705423606915,0.0,2400.0,2023-04-30 04:00:00,4,910751.6129032576,800.0,1300.0,1
3,3.2,1386.7528685997004,2700.0,2400.0,2023-04-30 05:00:00,4,910251.6129032576,800.0,1300.0,1
82,0.7,0.0,73800.0,2400.0,2023-04-30 06:00:00,4,910551.6129032576,1600.0,1300.0,2
220,2.2,2.9686476111945375,198000.0,2400.0,2023-04-30 07:00:00,4,910851.6129032576,1600.0,1300.0,2
380,1.3,1.951581671133113,342000.0,2400.0,2023-04-30 08:00:00,4,911151.6129032576,1600.0,1300.0,2
498,2.1,0.0,448200.0,2400.0,2023-04-30 09:00:00,4,911451.6129032576,1600.0,1300.0,2
541,2.0,0.0,486900.0,2400.0,2023-04-30 10:00:00,4,911751.6129032576,1600.0,1300.0,2
575,2.2,2.9686476111945375,517500.0,2400.0,2023-04-30 11:00:00,4,912051.6129032576,1600.0,1300.0,2
597,2.5,91.95776783873715,537300.0,2400.0,2023-04-30 12:00:00,4,912351.6129032576,1600.0,1300.0,2
513,1.8,2.058811433283283,461700.0,2400.0,2023-04-30 13:00:00,4,912651.6129032576,1600.0,1300.0,2
332,1.8,2.058811433283283,298800.0,2400.0,2023-04-30 14:00:00,4,912951.6129032576,1600.0,1300.0,2
316,1.5,2.6807440537542755,284400.0,2400.0,2023-04-30 15:00:00,4,913251.6129032576,1600.0,1300.0,2
254,1.5,2.6807440537542755,228600.0,2400.0,2023-04-30 16:00:00,4,913551.6129032576,1600.0,1300.0,2
117,0.5,0.0,105300.0,2400.0,2023-04-30 17:00:00,4,913851.6129032576,1600.0,1300.0,2
42,3.8,4178.99200767716,37800.0,2400.0,2023-04-30 18:00:00,4,914151.6129032576,1600.0,1300.0,2
0,4.6,9760.704613063968,0.0,2400.0,2023-04-30 19:00:00,4,914451.6129032576,1600.0,1300.0,2
0,4.0,5400.0,0.0,2400.0,2023-04-30 20:00:00,4,914751.6129032576,1600.0,1300.0,2
0,4.1,6056.1041692369745,0.0,2400.0,2023-04-30 21:00:00,4,915051.6129032576,1600.0,1300.0,2
0,2.9,579.0180392761431,0.0,2400.0,2023-04-30 22:00:00,4,913751.6129032576,0.0,1300.0,0
0,2.1,0.0,0.0,2400.0,2023-04-30 23:00:00,4,912451.6129032576,0.0,1300.0,0
0,3.4,2156.2488724382797,0.0,2400.0,2023-05-01 00:00:00,5,911036.2903226124,0.0,1415.3225806451612,0
0,4.4,8196.267215024493,0.0,2400.0,2023-05-01 01:00:00,5,911220.9677419672,1600.0,1415.3225806451612,2
0,3.6,3092.368441977011,0.0,2400.0,2023-05-01 02:00:00,5,910605.645161322,800.0,1415.3225806451612,1
0,4.7,10582.55789807325,0.0,2400.0,2023-05-01 03:00:00,5,910790.3225806768,1600.0,1415.3225806451612,2
0,5.0,13200.0,0.0,2400.0,2023-05-01 04:00:00,5,910975.0000000315,1600.0,1415.3225806451612,2
3,10.0,115000.0,2700.0,2400.0,2023-05-01 05:00:00,5,911159.6774193863,1600.0,1415.3225806451612,2
78,6.9,37671.825688870624,70200.0,2400.0,2023-05-01 06:00:00,5,911344.3548387411,1600.0,1415.3225806451612,2
196,7.2,42963.99380356414,176400.0,2400.0,2023-05-01 07:00:00,5,911529.0322580959,1600.0,1415.3225806451612,2
323,7.9,56813.64373330922,290700.0,2400.0,2023-05-01 08:00:00,5,911713.7096774507,1600.0,1415.3225806451612,2
438,7.7,52609.23723185192,394200.0,2400.0,2023-05-01 09:00:00,5,911898.3870968055,1600.0,1415.3225806451612,2
406,6.9,37671.825688870624,365400.0,2400.0,2023-05-01 10:00:00,5,912083.0645161603,1600.0,1415.3225806451612,2
364,5.5,18110.153840224404,327600.0,2400.0,2023-05-01 11:00:00,5,912267.7419355151,1600.0,1415.3225806451612,2
329,4.6,9760.704613063968,296100.0,2400.0,2023-05-01 12:00:00,5,912452.4193548699,1600.0,1415.3225806451612,2
419,5.0,13200.0,377100.0,2400.0,2023-05-01 13:00:00,5,912637.0967742247,1600.0,1415.3225806451612,2
531,5.2,15070.767619440276,477900.0,2400.0,2023-05-01 14:00:00,5,912821.7741935794,1600.0,1415.3225806451612,2
448,4.7,10582.55789807325,403200.0,2400.0,2023-05-01 15:00:00,5,913006.4516129342,1600.0,1415.3225806451612,2
300,4.4,8196.267215024493,270000.0,2400.0,2023-05-01 16:00:00,5,913191.129032289,1600.0,1415.3225806451612,2
151,3.6,3092.368441977011,135900.0,2400.0,2023-05-01 17:00:00,5,913375.8064516438,1600.0,1415.3225806451612,2
31,6.2,26708.509644248898,27900.0,2400.0,2023-05-01 18:00:00,5,913560.4838709986,1600.0,1415.3225806451612,2
0,6.8,35980.188141743165,0.0,2400.0,2023-05-01 19:00:00,5,913745.1612903534,1600.0,1415.3225806451612,2
0,7.3,44804.04094011273,0.0,2400.0,2023-05-01 20:00:00,5,913929.8387097082,1600.0,1415.3225806451612,2
0,8.1,61245.43125126185,0.0,2400.0,2023-05-01 21:00:00,5,914114.516129063,1600.0,1415.3225806451612,2
0,8.4,68342.58479666228,0.0,2400.0,2023-05-01 22:00:00,5,914299.1935484178,1600.0,1415.3225806451612,2
0,7.0,39400.0,0.0,2400.0,2023-05-01 23:00:00,5,914483.8709677726,1600.0,1415.3225806451612,2
0,5.6,19197.6131057671,0.0,2400.0,2023-05-02 00:00:00,5,914668.5483871273,1600.0,1415.3225806451612,2
0,6.2,26708.509644248898,0.0,2400.0,2023-05-02 01:00:00,5,914853.2258064821,1600.0,1415.3225806451612,2
0,6.3,28139.348579403548,0.0,2400.0,2023-05-02 02:00:00,5,915037.9032258369,1600.0,1415.3225806451612,2
0,5.6,19197.6131057671,0.0,2400.0,2023-05-02 03:00:00,5,915222.5806451917,1600.0,1415.3225806451612,2
0,4.8,11430.094674068967,0.0,2400.0,2023-05-02 04:00:00,5,915407.2580645465,1600.0,1415.3225806451612,2
5,3.9,4773.705423606915,4500.0,2400.0,2023-05-02 05:00:00,5,915591.9354839013,1600.0,1415.3225806451612,2
81,4.2,6741.219877990008,72900.0,2400.0,2023-05-02 06:00:00,5,915776.6129032561,1600.0,1415.3225806451612,2
202,4.3,7454.792451504154,181800.0,2400.0,2023-05-02 07:00:00,5,915961.2903226109,1600.0,1415.3225806451612,2
328,4.6,9760.704613063968,295200.0,2400.0,2023-05-02 08:00:00,5,916145.9677419657,1600.0,1415.3225806451612,2
485,4.7,10582.55789807325,436500.0,2400.0,2023-05-02 09:00:00,5,916330.6451613205,1600.0,1415.3225806451612,2
593,4.6,9760.704613063968,533700.0,2400.0,2023-05-02 10:00:00,5,916515.3225806752,1600.0,1415.3225806451612,2
636,4.2,6741.219877990008,572400.0,2400.0,2023-05-02 11:00:00,5,916700.00000003,1600.0,1415.3225806451612,2
637,2.6,164.22161902798635,573300.0,2400.0,2023-05-02 12:00:00,5,916884.6774193848,1600.0,1415.3225806451612,2
594,3.2,1386.7528685997004,534600.0,2400.0,2023-05-02 13:00:00,5,917069.3548387396,1600.0,1415.3225806451612,2
495,2.6,164.22161902798635,445500.0,2400.0,2023-05-02 14:00:00,5,917254.0322580944,1600.0,1415.3225806451612,2
343,3.1,1069.5260692988195,308700.0,2400.0,2023-05-02 15:00:00,5,917438.7096774492,1600.0,1415.3225806451612,2
191,2.1,0.0,171900.0,2400.0,2023-05-02 16:00:00,5,917623.387096804,1600.0,1415.3225806451612,2
106,1.7,2.552068339174071,95400.0,2400.0,2023-05-02 17:00:00,5,917808.0645161588,1600.0,1415.3225806451612,2
44,2.4,44.33729522238901,39600.0,2400.0,2023-05-02 18:00:00,5,917992.7419355136,1600.0,1415.3225806451612,2
0,2.1,0.0,0.0,2400.0,2023-05-02 19:00:00,5,916577.4193548684,0.0,1415.3225806451612,0
0,1.9,1.2224192885119507,0.0,2400.0,2023-05-02 20:00:00,5,915162.0967742231,0.0,1415.3225806451612,0
0,3.1,1069.5260692988195,0.0,2400.0,2023-05-02 21:00:00,5,913746.7741935779,0.0,1415.3225806451612,0
0,4.7,10582.55789807325,0.0,2400.0,2023-05-02 22:00:00,5,913931.4516129327,1600.0,1415.3225806451612,2
0,5.2,15070.767619440276,0.0,2400.0,2023-05-02 23:00:00,5,914116.1290322875,1600.0,1415.3225806451612,2
0,4.1,6056.1041692369745,0.0,2400.0,2023-05-03 00:00:00,5,914300.8064516423,1600.0,1415.3225806451612,2
0,4.1,6056.1041692369745,0.0,2400.0,2023-05-03 01:00:00,5,914485.4838709971,1600.0,1415.3225806451612,2
0,4.5,8965.089493796075,0.0,2400.0,2023-05-03 02:00:00,5,914670.1612903519,1600.0,1415.3225806451612,2
0,4.7,10582.55789807325,0.0,2400.0,2023-05-03 03:00:00,5,914854.8387097067,1600.0,1415.3225806451612,2
0,4.1,6056.1041692369745,0.0,2400.0,2023-05-03 04:00:00,5,915039.5161290615,1600.0,1415.3225806451612,2
0,3.4,2156.2488724382797,0.0,2400.0,2023-05-03 05:00:00,5,913624.1935484163,0.0,1415.3225806451612,0
11,1.6,2.745081911044379,9900.0,2400.0,2023-05-03 06:00:00,5,913808.870967771,1600.0,1415.3225806451612,2
103,1.9,1.2224192885119507,92700.0,2400.0,2023-05-03 07:00:00,5,913993.5483871258,1600.0,1415.3225806451612,2
178,1.7,2.552068339174071,160200.0,2400.0,2023-05-03 08:00:00,5,914178.2258064806,1600.0,1415.3225806451612,2
372,1.8,2.058811433283283,334800.0,2400.0,2023-05-03 09:00:00,5,914362.9032258354,1600.0,1415.3225806451612,2
550,2.2,2.9686476111945375,495000.0,2400.0,2023-05-03 10:00:00,5,914547.5806451902,1600.0,1415.3225806451612,2
649,2.3,16.34574165464158,584100.0,2400.0,2023-05-03 11:00:00,5,914732.258064545,1600.0,1415.3225806451612,2
683,0.9,0.0,614700.0,2400.0,2023-05-03 12:00:00,5,914916.9354838998,1600.0,1415.3225806451612,2
651,0.2,0.0,585900.0,2400.0,2023-05-03 13:00:00,5,915101.6129032546,1600.0,1415.3225806451612,2
583,1.5,2.6807440537542755,524700.0,2400.0,2023-05-03 14:00:00,5,915286.2903226094,1600.0,1415.3225806451612,2
380,1.5,2.6807440537542755,342000.0,2400.0,2023-05-03 15:00:00,5,915470.9677419642,1600.0,1415.3225806451612,2
113,0.8,0.0,101700.0,2400.0,2023-05-03 16:00:00,5,915655.645161319,1600.0,1415.3225806451612,2
18,1.2,1.3725409555221888,16200.0,2400.0,2023-05-03 17:00:00,5,915840.3225806737,1600.0,1415.3225806451612,2
20,3.5,2604.4881845912973,18000.0,2400.0,2023-05-03 18:00:00,5,916025.0000000285,1600.0,1415.3225806451612,2
2,2.5,91.95776783873715,1800.0,2400.0,2023-05-03 19:00:00,5,914609.6774193833,0.0,1415.3225806451612,0
0,1.8,2.058811433283283,0.0,2400.0,2023-05-03 20:00:00,5,913194.3548387381,0.0,1415.3225806451612,0
0,1.5,2.6807440537542755,0.0,2400.0,2023-05-03 21:00:00,5,911779.0322580929,0.0,1415.3225806451612,0
0,2.8,402.7372952223888,0.0,2400.0,2023-05-03 22:00:00,5,910363.7096774477,0.0,1415.3225806451612,0
0,4.4,8196.267215024493,0.0,2400.0,2023-05-03 23:00:00,5,910548.3870968025,1600.0,1415.3225806451612,2
0,4.5,8965.089493796075,0.0,2400.0,2023-05-04 00:00:00,5,910733.0645161573,1600.0,1415.3225806451612,2
0,5.2,15070.767619440276,0.0,2400.0,2023-05-04 01:00:00,5,910917.741935512,1600.0,1415.3225806451612,2
0,6.1,25328.066815749913,0.0,2400.0,2023-05-04 02:00:00,5,911102.4193548668,1600.0,1415.3225806451612,2
0,6.7,34327.06726471104,0.0,2400.0,2023-05-04 03:00:00,5,911287.0967742216,1600.0,1415.3225806451612,2
0,7.1,41163.47548324705,0.0,2400.0,2023-05-04 04:00:00,5,911471.7741935764,1600.0,1415.3225806451612,2
3,7.8,54684.21813698035,2700.0,2400.0,2023-05-04 05:00:00,5,911656.4516129312,1600.0,1415.3225806451612,2
55,3.5,2604.4881845912973,49500.0,2400.0,2023-05-04 06:00:00,5,911841.129032286,1600.0,1415.3225806451612,2
149,3.8,4178.99200767716,134100.0,2400.0,2023-05-04 07:00:00,5,912025.8064516408,1600.0,1415.3225806451612,2
242,3.7,3617.8746984030804,217800.0,2400.0,2023-05-04 08:00:00,5,912210.4838709956,1600.0,1415.3225806451612,2
361,2.8,402.7372952223888,324900.0,2400.0,2023-05-04 09:00:00,5,912395.1612903504,1600.0,1415.3225806451612,2
517,8.4,68342.58479666228,465300.0,2400.0,2023-05-04 10:00:00,5,912579.8387097052,1600.0,1415.3225806451612,2
566,8.3,65916.28766014555,509400.0,2400.0,2023-05-04 11:00:00,5,912764.51612906,1600.0,1415.3225806451612,2
629,4.4,8196.267215024493,566100.0,2400.0,2023-05-04 12:00:00,5,912949.1935484147,1600.0,1415.3225806451612,2
536,3.4,2156.2488724382797,482400.0,2400.0,2023-05-04 13:00:00,5,913133.8709677695,1600.0,1415.3225806451612,2
288,4.4,8196.267215024493,259200.0,2400.0,2023-05-04 14:00:00,5,913318.5483871243,1600.0,1415.3225806451612,2
197,8.0,59000.0,177300.0,2400.0,2023-05-04 15:00:00,5,913503.2258064791,1600.0,1415.3225806451612,2
166,7.3,44804.04094011273,149400.0,2400.0,2023-05-04 16:00:00,5,913687.9032258339,1600.0,1415.3225806451612,2
99,8.9,81400.19937789251,89100.0,2400.0,2023-05-04 17:00:00,5,913872.5806451887,1600.0,1415.3225806451612,2
36,5.7,20327.29370930393,32400.0,2400.0,2023-05-04 18:00:00,5,914057.2580645435,1600.0,1415.3225806451612,2
1,6.2,26708.509644248898,900.0,2400.0,2023-05-04 19:00:00,5,914241.9354838983,1600.0,1415.3225806451612,2
0,6.0,24000.0,0.0,2400.0,2023-05-04 20:00:00,5,914426.6129032531,1600.0,1415.3225806451612,2
0,9.7,105342.02753662282,0.0,2400.0,2023-05-04 21:00:00,5,914611.2903226078,1600.0,1415.3225806451612,2
0,13.5,193769.71249907758,0.0,2400.0,2023-05-04 22:00:00,5,914795.9677419626,1600.0,1415.3225806451612,2
0,13.3,191866.6686029231,0.0,2400.0,2023-05-04 23:00:00,5,914980.6451613174,1600.0,1415.3225806451612,2
0,7.2,42963.99380356414,0.0,2400.0,2023-05-05 00:00:00,5,915165.3225806722,1600.0,1415.3225806451612,2
0,5.8,21502.229296046964,0.0,2400.0,2023-05-05 01:00:00,5,915350.000000027,1600.0,1415.3225806451612,2
0,9.3,92962.80841930516,0.0,2400.0,2023-05-05 02:00:00,5,915534.6774193818,1600.0,1415.3225806451612,2
0,12.0,173200.0,0.0,2400.0,2023-05-05 03:00:00,5,915719.3548387366,1600.0,1415.3225806451612,2
0,13.4,192847.5583440847,0.0,2400.0,2023-05-05 04:00:00,5,915904.0322580914,1600.0,1415.3225806451612,2
4,18.5,199998.10812733104,3600.0,2400.0,2023-05-05 05:00:00,5,916088.7096774462,1600.0,1415.3225806451612,2
87,14.4,199045.38328620698,78300.0,2400.0,2023-05-05 06:00:00,5,916273.387096801,1600.0,1415.3225806451612,2
238,15.8,200041.13576605817,214200.0,2400.0,2023-05-05 07:00:00,5,916458.0645161557,1600.0,1415.3225806451612,2
422,17.3,200007.30054777363,379800.0,2400.0,2023-05-05 08:00:00,5,916642.7419355105,1600.0,1415.3225806451612,2
572,16.6,199977.62461320852,514800.0,2400.0,2023-05-05 09:00:00,5,916827.4193548653,1600.0,1415.3225806451612,2
665,14.9,199926.30102629805,598500.0,2400.0,2023-05-05 10:00:00,5,917012.0967742201,1600.0,1415.3225806451612,2
702,15.5,200098.34093290352,631800.0,2400.0,2023-05-05 11:00:00,5,917196.7741935749,1600.0,1415.3225806451612,2
694,15.9,200019.0509125952,624600.0,2400.0,2023-05-05 12:00:00,5,917381.4516129297,1600.0,1415.3225806451612,2
676,17.3,200007.30054777363,608400.0,2400.0,2023-05-05 13:00:00,5,917566.1290322845,1600.0,1415.3225806451612,2
606,17.3,200007.30054777363,545400.0,2400.0,2023-05-05 14:00:00,5,917750.8064516393,1600.0,1415.3225806451612,2
495,13.3,191866.6686029231,445500.0,2400.0,2023-05-05 15:00:00,5,917935.4838709941,1600.0,1415.3225806451612,2
351,8.6,73379.09688108269,315900.0,2400.0,2023-05-05 16:00:00,5,918120.1612903489,1600.0,1415.3225806451612,2
180,4.8,11430.094674068967,162000.0,2400.0,2023-05-05 17:00:00,5,918304.8387097036,1600.0,1415.3225806451612,2
51,11.4,158752.50830609867,45900.0,2400.0,2023-05-05 18:00:00,5,918489.5161290584,1600.0,1415.3225806451612,2
0,11.5,161427.63405418274,0.0,2400.0,2023-05-05 19:00:00,5,918674.1935484132,1600.0,1415.3225806451612,2
0,11.4,158752.50830609867,0.0,2400.0,2023-05-05 20:00:00,5,918858.870967768,1600.0,1415.3225806451612,2
0,7.3,44804.04094011273,0.0,2400.0,2023-05-05 21:00:00,5,919043.5483871228,1600.0,1415.3225806451612,2
0,8.0,59000.0,0.0,2400.0,2023-05-05 22:00:00,5,919228.2258064776,1600.0,1415.3225806451612,2
0,8.2,63550.715141494526,0.0,2400.0,2023-05-05 23:00:00,5,919412.9032258324,1600.0,1415.3225806451612,2
0,9.3,92962.80841930516,0.0,2400.0,2023-05-06 00:00:00,5,919597.5806451872,1600.0,1415.3225806451612,2
0,9.3,92962.80841930516,0.0,2400.0,2023-05-06 01:00:00,5,919782.258064542,1600.0,1415.3225806451612,2
0,9.2,89985.14563045766,0.0,2400.0,2023-05-06 02:00:00,5,919966.9354838968,1600.0,1415.3225806451612,2
0,9.3,92962.80841930516,0.0,2400.0,2023-05-06 03:00:00,5,920151.6129032515,1600.0,1415.3225806451612,2
